"","Emergency","ApplyLeadTime","STG","Service","DIA","Length","Pass","Sch","Material","Weight","MemberCount","JointCount","Making_Co","MakingLT"
"7747","1","정상","40","VA",4,1,"B","S-40","CS",4100,4,3,"건일산업(주)",36
"7749","1","정상","30","CWR",4,2009,"B","S-40","CS",17373,3,2,"건일산업(주)",19
"7750","1","정상","50","CWR",6,4708,"B","S-40","CS",12019,11,10,"건일산업(주)",19
"7751","1","정상","40","CWS",6,4677,"B","S-40","CS",12273,11,10,"건일산업(주)",29
"7753","1","정상","30","HWR",6,4455,"B","S-40","CS",8985,7,6,"건일산업(주)",25
"7755","1","정상","50","AU",1,3549,"A","S-80","CS",5227,4,3,"(주)성광테크",18
"7757","1","정상","50","N",1,3657,"A","S-80","CS",5468,4,3,"(주)성광테크",18
"7758","1","정상","30","N",1,2123,"A","S-80","CS",1216,3,2,"건일산업(주)",26
"7760","1","정상","40","PL",2,2087,"A","S-160","CS",1671,5,4,"(주)성광테크",21
"7761","1","정상","40","PL",2,1,"A","S-160","CS",19263,3,2,"(주)성광테크",16
"7763","1","정상","30","DF",4,3069,"A","S-80","CS",15759,5,4,"(주)성광테크",23
"7766","1","정상","30","DF",4,1715,"A","S-80","CS",19005,3,2,"(주)성광테크",23
"7767","1","정상","30","DF",0.5,4917,"A","S-160","CS",147,2,1,"(주)성광테크",13
"7770","1","정상","30","DF",1,1023,"A","S-160","CS",7117,2,1,"(주)성광테크",13
"7771","1","정상","40","PL",3,4749,"A","S-40","CS",13953,10,9,"(주)성광테크",35
"7773","1","정상","30","DF",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)",24
"7774","1","정상","30","DF",0.5,4917,"A","S-160","CS",1073,2,1,"건일산업(주)",24
"7777","1","정상","50","AU",1,2172,"A","S-80","CS",7172,3,2,"건일산업(주)",25
"7778","1","정상","30","DF",1,2673,"A","S-160","CS",8073,4,3,"건일산업(주)",25
"7783","1","정상","30","DF",1,1026,"A","S-160","CS",1260,2,1,"건일산업(주)",24
"7792","1","정상","50","N",1,2172,"A","S-80","CS",7344,5,4,"건일산업(주)",23
"7794","1","정상","40","PL",1,2129,"A","S-160","CS",14240,5,4,"건일산업(주)",29
"7795","1","정상","40","PL",1,4969,"A","S-160","CS",4512,9,8,"건일산업(주)",24
"7796","1","정상","30","PL",1,3121,"A","S-160","CS",18086,3,2,"건일산업(주)",29
"7797","1","정상","30","N",1,167,"A","S-80","CS",3690,8,7,"건일산업(주)",24
"7798","0","정상","30","N",1,2123,"A","S-80","CS",1216,3,2,"건일산업(주)",34
"7800","1","정상","50","N",1,52,"A","S-80","CS",14275,3,2,"(주)성광테크",14
"7801","1","정상","50","N",1,1095,"A","S-80","CS",100,1,0,"(주)성광테크",14
"7802","1","정상","40","PL",1,1066,"A","S-160","CS",7155,2,1,"건일산업(주)",24
"7803","1","정상","40","PL",1,1026,"A","S-160","CS",7124,2,1,"건일산업(주)",24
"7805","1","정상","30","AI",0.75,1026,"A","S-80","CS",981,2,1,"건일산업(주)",24
"7806","1","정상","30","AI",1,2163,"A","S-80","CS",11253,4,3,"건일산업(주)",24
"7807","1","정상","30","AI",1,3090,"A","S-80","CS",11314,4,3,"건일산업(주)",29
"7808","1","정상","30","AI",1,1085,"A","S-80","CS",92,1,0,"건일산업(주)",24
"7809","1","정상","30","AI",1,3094,"A","S-80","CS",7168,4,3,"건일산업(주)",24
"7810","1","정상","40","AI",1,1023,"A","S-80","CS",7359,4,3,"(주)성광테크",22
"7811","1","정상","30","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)",24
"7813","1","정상","30","AI",1,3090,"A","S-80","CS",11314,4,3,"건일산업(주)",31
"7814","1","정상","30","AI",1,1085,"A","S-80","CS",92,1,0,"건일산업(주)",24
"7817","1","정상","30","AI",0.75,1023,"A","S-80","CS",977,2,1,"건일산업(주)",24
"7818","1","정상","30","AI",0.75,1026,"A","S-80","CS",981,2,1,"건일산업(주)",24
"7820","1","정상","40","AI",1.5,1030,"A","S-80","CS",1323,2,1,"성일SIM함안공장",23
"7821","1","정상","40","AI",1.5,1030,"A","S-80","CS",1323,2,1,"성일SIM함안공장",23
"7822","1","정상","40","AI",1.5,1,"A","S-80","CS",14128,3,2,"(주)성광테크",22
"7823","1","정상","40","AI",1.5,1030,"A","S-80","CS",1323,2,1,"(주)성광테크",18
"7824","1","정상","40","AI",1.5,1030,"A","S-80","CS",1323,2,1,"(주)성광테크",18
"7825","1","정상","50","AU",1,104,"B","S-80","CS",2867,11,10,"성일SIM함안공장",10
"7826","1","정상","30","AU",1,1690,"B","S-80","CS",6559,8,7,"건일산업(주)",26
"7827","1","정상","40","N",1,3066,"B","S-80","CS",7381,5,4,"(주)성광테크",18
"7828","1","정상","50","N",1,121,"B","S-80","CS",2069,9,8,"성일SIM함안공장",17
"7829","1","정상","30","N",1,1875,"B","S-80","CS",6091,6,5,"건일산업(주)",26
"7831","1","정상","30","AI",1.5,5242,"B","S-80","CS",4334,8,7,"건일산업(주)",22
"7832","1","정상","30","AI",1.5,11,"B","S-80","CS",19309,5,4,"건일산업(주)",24
"7833","1","정상","30","AI",1.5,437,"B","S-80","CS",2227,3,2,"건일산업(주)",19
"7834","1","정상","30","AI",1.5,211,"B","S-80","CS",20434,5,4,"건일산업(주)",27
"7836","1","정상","40","AI",1.5,1023,"A","S-80","CS",14167,5,4,"성일SIM함안공장",18
"7837","1","정상","40","AI",1.5,1023,"A","S-80","CS",14167,5,4,"성일SIM함안공장",18
"7838","1","정상","30","AU",2,4638,"A","S-80","CS",16707,4,3,"건일산업(주)",29
"7839","1","정상","30","N",2,4722,"A","S-80","CS",4571,5,4,"건일산업(주)",31
"7841","1","정상","30","NH",2,2689,"A","S-80","CS",17015,10,9,"건일산업(주)",29
"7842","1","정상","30","PG",2,315,"A","S-160","CS",12415,5,4,"건일산업(주)",25
"7843","1","정상","30","PG",1,4596,"A","S-160","CS",3911,8,7,"건일산업(주)",29
"7844","1","정상","30","PG",1,2090,"A","S-160","CS",2271,8,7,"건일산업(주)",25
"7845","1","정상","40","PG",0.75,1027,"A","S-160","CS",1212,2,1,"건일산업(주)",24
"7846","1","정상","30","AI",2,450,"B","S-80","CS",5214,3,2,"건일산업(주)",24
"7847","1","정상","30","AI",2,4638,"B","S-80","CS",17583,5,4,"건일산업(주)",25
"7848","1","정상","30","AI",2,3543,"B","S-80","CS",17106,10,9,"건일산업(주)",32
"7849","1","정상","30","AI",0.75,1026,"B","S-80","CS",981,2,1,"건일산업(주)",26
"7850","1","정상","30","AI",2,2005,"B","S-80","CS",12779,6,5,"건일산업(주)",22
"7853","1","정상","30","AI",2,5179,"B","S-80","CS",9090,8,7,"건일산업(주)",22
"7855","1","정상","30","AU",2,5086,"B","S-80","CS",1456,3,2,"건일산업(주)",26
"7856","1","정상","30","AU",2,4638,"B","S-80","CS",17285,4,3,"건일산업(주)",24
"7857","1","정상","30","AU",2,1865,"B","S-80","CS",17082,11,10,"건일산업(주)",22
"7858","1","정상","30","AU",0.75,1026,"B","S-80","CS",981,2,1,"건일산업(주)",32
"7859","1","정상","30","AU",2,366,"B","S-80","CS",11797,9,8,"건일산업(주)",31
"7861","1","정상","40","AU",2,977,"B","S-80","CS",12133,6,5,"성일SIM함안공장",29
"7862","1","정상","50","AU",2,1589,"B","S-80","CS",9216,4,3,"성일SIM함안공장",18
"7863","1","정상","30","AU",2,4638,"B","S-80","CS",17856,5,4,"건일산업(주)",22
"7864","1","정상","30","AU",2,1589,"B","S-80","CS",8674,3,2,"건일산업(주)",20
"7865","1","정상","30","AU",2,3162,"B","S-80","CS",14544,5,4,"건일산업(주)",20
"7866","1","정상","30","AU",2,280,"B","S-80","CS",7891,6,5,"건일산업(주)",22
"7867","1","정상","50","AU",2,4638,"B","S-80","CS",16109,2,1,"성일SIM함안공장",17
"7868","1","정상","50","AU",2,4160,"B","S-80","CS",16881,5,4,"성일SIM함안공장",17
"7870","1","정상","30","DH",2,2945,"B","S-80","CS",12659,3,2,"건일산업(주)",26
"7871","1","정상","50","FWL",2,650,"B","S-160","CS",7954,4,3,"성일SIM함안공장",18
"7872","1","정상","50","FWL",2,5212,"B","S-160","CS",12068,6,5,"(주)성광테크",39
"7873","1","정상","40","HWS",2,2197,"B","S-80","CS",16942,8,7,"성일SIM함안공장",29
"7874","1","정상","30","N",2,1284,"B","S-80","CS",9370,5,4,"건일산업(주)",24
"7875","1","정상","30","N",2,2699,"B","S-80","CS",17138,11,10,"건일산업(주)",24
"7877","1","정상","30","AU",2,1188,"B","S-80","CS",9702,4,3,"건일산업(주)",24
"7879","1","정상","30","N",2,5086,"B","S-80","CS",1456,3,2,"건일산업(주)",24
"7880","1","정상","30","N",2,4422,"B","S-80","CS",17097,4,3,"건일산업(주)",18
"7909","1","정상","50","FCH",3,3201,"B","S-80","CS",21643,5,3,"건일산업(주)",29
"7910","1","정상","30","FCH",3,1166,"B","S-80","CS",14547,5,4,"건일산업(주)",25
"7911","1","정상","50","FCH",3,4346,"B","S-80","CS",21718,4,3,"건일산업(주)",25
"7912","1","정상","30","PL",3,4569,"B","S-80","CS",11949,10,9,"건일산업(주)",25
"7913","1","정상","50","HWS",6,4702,"B","S-40","CS",10314,5,4,"(주)성광테크",14
"7914","1","정상","50","HWS",6,174,"B","S-40","CS",1836,6,5,"(주)성광테크",18
"7915","1","정상","30","N",2,4638,"A","S-80","CS",16781,5,4,"건일산업(주)",31
"7916","1","정상","40","DF",1,3294,"B","S-160","CS",9157,4,3,"(주)성광테크",22
"7917","1","정상","30","DF",1,295,"B","S-160","CS",5754,7,6,"건일산업(주)",24
"7918","1","정상","30","DF",1,245,"B","S-160","CS",1587,4,3,"건일산업(주)",24
"7919","1","정상","30","N",2,4638,"B","S-80","CS",17856,5,4,"건일산업(주)",20
"7920","1","정상","30","N",2,2239,"B","S-80","CS",10601,6,5,"건일산업(주)",20
"7921","1","정상","30","N",2,3162,"B","S-80","CS",14544,5,4,"건일산업(주)",31
"7923","1","정상","50","N",2,3802,"B","S-80","CS",16026,5,4,"(주)성광테크",23
"7925","1","정상","30","PL",3,4638,"B","S-80","CS",1825,4,3,"건일산업(주)",22
"7926","1","정상","30","PL",3,483,"B","S-80","CS",10715,6,5,"성일SIM함안공장",22
"7927","1","정상","40","HWR",6,953,"B","S-40","CS",21098,4,3,"(주)성광테크",18
"7929","1","정상","30","DH",2,2945,"B","S-80","CS",12659,3,2,"건일산업(주)",26
"7930","1","정상","30","DH",2,710,"B","S-80","CS",12195,8,7,"건일산업(주)",26
"7931","1","정상","50","AI",1.5,1579,"A","S-80","CS",13213,10,9,"(주)성광테크",18
"7933","1","정상","50","FWL",2,3583,"A","S-160","CS",16773,1,0,"(주)성광테크",16
"7934","1","정상","50","PL",2,1,"A","S-160","CS",19263,3,2,"(주)성광테크",23
"7935","1","정상","50","PL",2,1,"A","S-160","CS",19263,3,2,"(주)성광테크",23
"7938","1","정상","30","FCH",2,4273,"B","S-160","CS",18695,2,1,"건일산업(주)",22
"7939","1","정상","30","FCH",2,526,"B","S-160","CS",9558,5,4,"(주)성광테크",23
"7940","1","정상","50","FWL",2,1162,"B","S-160","CS",9398,3,2,"성일SIM함안공장",22
"7941","1","정상","50","FWL",2,2432,"B","S-160","CS",17427,7,6,"(주)성광테크",23
"7943","1","정상","30","CWS",0.5,4917,"A","S-80","CS",179,2,1,"(주)성광테크",13
"7944","1","정상","30","CWS",8,4963,"A","S-20","CS",1803,5,4,"(주)성광테크",26
"7945","1","정상","50","CWS",8,3086,"A","S-20","CS",15823,3,2,"(주)성광테크",18
"7947","1","정상","30","CWS",0.5,4917,"A","S-80","CS",179,2,1,"(주)성광테크",13
"7948","1","정상","30","CWS",1,1023,"A","S-80","CS",1061,2,1,"(주)성광테크",13
"7949","1","정상","30","FCH",1,2738,"B","S-160","CS",5990,3,2,"(주)성광테크",16
"7950","1","정상","50","PG",2,3583,"A","S-160","CS",16773,1,0,"(주)성광테크",16
"7951","1","정상","50","FCH",1,3152,"B","S-160","CS",11843,9,8,"성일SIM함안공장",10
"7952","1","정상","50","FCH",1,3299,"B","S-160","CS",10148,7,6,"성일SIM함안공장",10
"7953","1","정상","30","PG",2,1997,"B","S-160","CS",13233,2,1,"(주)성광테크",13
"7954","1","정상","50","PG",2,2430,"B","S-160","CS",18338,8,7,"(주)성광테크",31
"7955","1","정상","50","PG",2,180,"B","S-160","CS",7481,4,3,"(주)성광테크",31
"7957","1","정상","40","VA",3,1,"B","S-40","CS",18311,5,4,"건일산업(주)",25
"7958","1","정상","50","VA",4,1,"B","S-40","CS",12252,5,4,"(주)성광테크",22
"7964","1","정상","30","N",2,2197,"A","S-80","CS",9970,2,1,"건일산업(주)",27
"7966","1","정상","50","PL",3,846,"A","S-80","CS",10440,1,0,"건일산업(주)",11
"7968","1","정상","50","AI",1,1027,"B","S-80","CS",1070,2,1,"(주)성광테크",23
"7970","1","정상","50","PM",4,4638,"A","S-40S","SS",3072,3,1,"건일산업(주)",17
"7971","1","정상","50","PM",4,1167,"B","S-40S","SS",18847,4,3,"건일산업(주)",29
"7972","1","정상","30","WD",1,473,"A","S-80S","SS",16574,3,2,"건일산업(주)",26
"7977","1","정상","50","FCH",1,4638,"B","S-80S","SS",9480,2,0,"건일산업(주)",11
"7979","1","정상","30","WD",1,4962,"B","S-80S","SS",18048,5,4,"삼성중공업(주)거제",39
"7980","1","정상","50","WD",1,700,"B","S-80S","SS",3338,7,5,"건일산업(주)",16
"7981","1","정상","50","WD",1,1063,"B","S-80S","SS",69,1,0,"건일산업(주)",11
"7982","1","정상","50","WD",1,2172,"B","S-80S","SS",7184,3,2,"건일산업(주)",16
"7983","1","정상","30","WD",1,2924,"B","S-80S","SS",6489,7,5,"삼성중공업(주)거제",50
"7984","1","정상","30","CDD",2,550,"B","S-10S","SS",2141,6,5,"건일산업(주)",28
"7985","1","정상","40","CDD",2,115,"B","S-10S","SS",2651,6,5,"삼성중공업(주)거제",30
"7986","1","정상","30","CDD",2,83,"B","S-10S","SS",21376,6,5,"삼성중공업(주)거제",52
"7987","1","정상","30","CDD",2,3656,"B","S-10S","SS",8003,4,3,"삼성중공업(주)거제",37
"7988","1","정상","50","CDD",2,3367,"B","S-10S","SS",6447,4,3,"건일산업(주)",18
"7989","1","정상","30","WD",2,1330,"B","S-10S","SS",10238,8,5,"삼성중공업(주)거제",39
"7990","1","정상","30","WD",2,4638,"A","S-10S","SS",11686,5,3,"건일산업(주)",28
"7991","1","정상","40","WD",2,4638,"B","S-10S","SS",13489,8,6,"삼성중공업(주)거제",39
"7992","1","정상","40","WD",2,1616,"B","S-10S","SS",10599,8,5,"삼성중공업(주)거제",25
"7993","1","정상","50","WD",1,3448,"A","S-80S","SS",4946,4,3,"건일산업(주)",21
"7994","1","정상","30","WD",1,3121,"A","S-80S","SS",1028,1,0,"건일산업(주)",16
"7995","1","정상","50","FCH",1,4638,"A","S-80S","SS",9200,2,0,"건일산업(주)",11
"7996","1","정상","30","FCH",1,4379,"A","S-80S","SS",12440,6,3,"건일산업(주)",24
"7997","1","정상","30","PG",1,4373,"A","S-80S","SS",12246,6,3,"건일산업(주)",28
"7998","1","정상","30","WD",1,4585,"A","S-80S","SS",1253,1,0,"건일산업(주)",16
"7999","1","정상","30","WD",1,162,"A","S-80S","SS",3778,8,6,"건일산업(주)",20
"8000","1","정상","30","WD",1,3121,"A","S-80S","SS",1028,1,0,"건일산업(주)",24
"8001","1","정상","50","WD",1,52,"A","S-80S","SS",18118,5,4,"건일산업(주)",14
"8002","1","정상","50","WD",1,1095,"A","S-80S","SS",103,1,0,"건일산업(주)",11
"8003","1","정상","50","WD",1,2172,"A","S-80S","SS",7184,3,2,"건일산업(주)",16
"8004","1","정상","40","WD",1,4243,"A","S-80S","SS",6336,3,2,"건일산업(주)",20
"8005","1","정상","40","WD",1,1095,"A","S-80S","SS",103,1,0,"건일산업(주)",16
"8007","1","정상","50","FCH",1.5,4638,"A","S-80S","SS",13579,2,0,"건일산업(주)",11
"8008","1","정상","50","FCH",1,4638,"B","S-80S","SS",10809,3,0,"건일산업(주)",11
"8009","1","정상","30","CDD",1,1551,"B","S-80S","SS",5381,5,4,"건일산업(주)",27
"8010","1","정상","50","FCH",1,2334,"B","S-80S","SS",1501,1,0,"건일산업(주)",11
"8012","1","정상","50","FCH",1,1923,"B","S-80S","SS",3737,2,0,"건일산업(주)",11
"8013","1","정상","50","PG",1,1923,"B","S-80S","SS",3737,2,0,"건일산업(주)",11
"8014","1","정상","50","PG",1,4638,"B","S-80S","SS",9200,2,0,"건일산업(주)",11
"8015","1","정상","30","WD",1,1496,"B","S-80S","SS",6391,8,5,"건일산업(주)",24
"8016","1","정상","30","WD",1,4543,"B","S-80S","SS",11160,3,2,"건일산업(주)",24
"8018","1","정상","50","FCH",1.5,4638,"B","S-80S","SS",15073,3,0,"건일산업(주)",11
"8019","1","정상","40","FCH",2,2303,"A","S-10S","SS",14546,8,5,"건일산업(주)",27
"8020","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8021","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8022","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8023","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8024","1","정상","50","PL",2,2429,"A","S-10S","SS",11576,8,7,"건일산업(주)",23
"8025","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8026","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8027","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",14
"8028","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8029","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8030","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8031","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8032","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8033","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8034","1","정상","50","PL",2,1,"A","S-10S","SS",16295,4,3,"건일산업(주)",16
"8035","1","정상","50","PL",2,5085,"A","S-10S","SS",18073,4,3,"건일산업(주)",18
"8036","1","정상","50","PL",2,4591,"A","S-10S","SS",19434,2,1,"건일산업(주)",17
"8037","1","정상","50","PL",2,3153,"A","S-10S","SS",12663,10,9,"건일산업(주)",23
"8039","1","정상","40","PM",1,3852,"A","S-80S","SS",11148,2,1,"삼성중공업(주)거제",25
"8040","1","정상","50","CDD",2,3550,"B","S-10S","SS",9045,7,6,"건일산업(주)",25
"8041","1","정상","50","CDD",2,4638,"B","S-10S","SS",9546,3,2,"건일산업(주)",18
"8042","1","정상","50","CDD",2,4638,"B","S-10S","SS",9089,2,1,"건일산업(주)",21
"8043","1","정상","40","CDD",2,3530,"B","S-10S","SS",7718,4,3,"삼성중공업(주)거제",25
"8044","1","정상","30","CDD",2,648,"B","S-10S","SS",3899,7,6,"건일산업(주)",27
"8045","1","정상","30","CDD",2,285,"B","S-10S","SS",19387,5,4,"건일산업(주)",26
"8046","1","정상","30","PL",2,2529,"B","S-10S","SS",3515,2,1,"삼성중공업(주)거제",46
"8047","1","정상","40","PL",2,4638,"B","S-10S","SS",8858,1,0,"삼성중공업(주)거제",15
"8048","1","정상","40","PL",2,4638,"B","S-10S","SS",9089,2,1,"삼성중공업(주)거제",21
"8049","1","정상","30","PL",2,2435,"B","S-10S","SS",6577,4,3,"건일산업(주)",29
"8050","1","정상","50","PL",2,1,"B","S-80S","SS",11302,2,1,"건일산업(주)",14
"8051","1","정상","50","PL",2,1,"B","S-80S","SS",11302,2,1,"건일산업(주)",14
"8052","1","정상","50","PL",2,1,"B","S-80S","SS",11302,2,1,"건일산업(주)",14
"8053","1","정상","50","PL",2,1,"B","S-80S","SS",11302,2,1,"건일산업(주)",14
"8054","1","정상","40","PL",2,4638,"B","S-10S","SS",9089,2,1,"삼성중공업(주)거제",21
"8055","1","정상","40","PL",2,4108,"B","S-10S","SS",7922,2,1,"삼성중공업(주)거제",21
"8057","1","정상","30","PL",2,2866,"B","S-10S","SS",4407,2,1,"건일산업(주)",24
"8058","1","정상","30","PG",1.5,3101,"A","S-80S","SS",19212,5,4,"건일산업(주)",28
"8060","1","정상","30","WD",2,4638,"A","S-10S","SS",11686,5,3,"건일산업(주)",21
"8062","1","정상","40","PL",3,1,"A","S-40S","SS",1531,1,0,"건일산업(주)",16
"8063","1","정상","30","PL",3,3138,"A","S-10S","SS",18290,3,2,"건일산업(주)",17
"8064","1","정상","50","PL",3,4546,"A","S-40S","SS",7518,4,3,"건일산업(주)",21
"8065","1","정상","30","PL",1,2095,"A","S-80S","SS",7254,2,1,"건일산업(주)",24
"8066","1","정상","40","PG",4,2660,"A","S-10S","SS",19802,11,10,"건일산업(주)",37
"8067","1","정상","40","PG",4,29,"A","S-10S","SS",13364,6,5,"건일산업(주)",24
"8068","1","정상","40","PG",4,5219,"A","S-10S","SS",11496,8,7,"건일산업(주)",29
"8069","1","정상","40","PG",4,4883,"A","S-10S","SS",10289,7,6,"건일산업(주)",28
"8071","1","정상","50","PG",1,4568,"A","S-80S","SS",16312,3,2,"건일산업(주)",17
"8072","1","정상","40","PG",4,1121,"A","S-10S","SS",9022,3,2,"건일산업(주)",24
"8073","1","정상","50","PL",4,4638,"A","S-10S","SS",18307,6,5,"건일산업(주)",23
"8074","1","정상","50","PM",4,4519,"A","S-10S","SS",17875,6,5,"건일산업(주)",23
"8075","1","정상","50","PG",6,3227,"A","S-40S","SS",5632,6,5,"건일산업(주)",29
"8076","1","정상","50","PL",6,3127,"A","S-40S","SS",20947,8,7,"건일산업(주)",29
"8077","1","정상","30","PG",0.5,1,"B","S-80S","SS",7301,4,3,"건일산업(주)",29
"8078","1","정상","30","PM",6,1762,"B","S-40S","SS",3052,4,3,"건일산업(주)",27
"8079","1","정상","30","WD",2,5086,"B","S-10S","SS",16360,2,1,"건일산업(주)",22
"8081","1","정상","30","WD",0.75,1023,"B","S-80S","SS",979,2,1,"건일산업(주)",24
"8082","1","정상","30","WD",2,4638,"B","S-10S","SS",13468,7,4,"건일산업(주)",24
"8083","1","정상","30","PG",0.5,1,"B","S-80S","SS",7301,4,3,"건일산업(주)",29
"8084","1","정상","30","WD",2,1203,"B","S-10S","SS",3313,4,2,"건일산업(주)",22
"8085","1","정상","30","WD",2,3492,"B","S-10S","SS",10544,7,4,"건일산업(주)",22
"8087","1","정상","50","WD",2,4638,"B","S-10S","SS",10564,3,1,"건일산업(주)",17
"8088","1","정상","50","WD",2,4286,"B","S-10S","SS",12442,7,4,"건일산업(주)",17
"8089","1","정상","30","WD",2,1574,"B","S-10S","SS",5699,5,3,"건일산업(주)",24
"8090","1","정상","30","WD",2,2878,"B","S-10S","SS",9949,9,6,"건일산업(주)",22
"8091","1","정상","30","WD",2,532,"B","S-10S","SS",7431,10,8,"건일산업(주)",24
"8092","1","정상","30","WD",2,3039,"B","S-10S","SS",9951,7,4,"건일산업(주)",22
"8093","1","정상","40","WD",2,601,"B","S-10S","SS",8645,8,5,"삼성중공업(주)거제",21
"8095","1","정상","30","CDD",3,845,"B","S-10S","SS",5739,4,3,"건일산업(주)",24
"8096","1","정상","30","CDD",3,4638,"B","S-10S","SS",13942,2,1,"건일산업(주)",26
"8097","1","정상","50","CDD",3,66,"B","S-10S","SS",7650,6,5,"건일산업(주)",23
"8098","1","정상","50","CDD",3,4323,"B","S-10S","SS",13113,1,0,"건일산업(주)",11
"8099","1","정상","50","CDD",3,4638,"B","S-10S","SS",14535,4,3,"건일산업(주)",23
"8100","1","정상","30","CDD",3,2268,"B","S-10S","SS",9946,5,4,"건일산업(주)",26
"8101","1","정상","40","PM",4,821,"B","S-10S","SS",15580,8,6,"삼성중공업(주)거제",25
"8102","1","정상","30","PL",6,1415,"B","S-40S","SS",21765,5,4,"건일산업(주)",27
"8103","1","정상","40","PL",6,3475,"B","S-40S","SS",3614,2,1,"삼성중공업(주)거제",25
"8105","1","정상","50","PL",6,5059,"B","S-40S","SS",14902,2,1,"건일산업(주)",17
"8106","1","정상","30","PL",6,2251,"B","S-40S","SS",3011,5,4,"건일산업(주)",29
"8108","1","정상","30","CDD",3,2260,"B","S-10S","SS",15343,9,8,"건일산업(주)",43
"8109","1","정상","40","CDD",3,4638,"B","S-10S","SS",14652,4,3,"삼성중공업(주)거제",36
"8110","1","정상","40","PM",4,3720,"B","S-40S","SS",21093,4,3,"삼성중공업(주)거제",25
"8111","1","정상","30","WD",2,1774,"A","S-10S","SS",5311,6,4,"건일산업(주)",20
"8112","1","정상","40","PL",3,4609,"A","S-40S","SS",8311,6,5,"삼성중공업(주)거제",25
"8113","1","정상","50","PL",0.5,1,"A","S-80S","SS",7301,4,3,"건일산업(주)",18
"8114","1","정상","40","PL",0.75,1138,"A","S-80S","SS",7284,6,5,"건일산업(주)",27
"8116","1","정상","40","VA",2,1,"A","S-80","CS",10912,7,0,"건일산업(주)",29
"8117","1","정상","40","CWR",1,1,"A","S-80","CS",16402,4,0,"건일산업(주)",29
"8120","1","정상","40","FA",1.5,1590,"A","T-3.81","CN",3753,6,5,"부흥",43
"8121","1","정상","50","FA",2,2780,"A","T-3.96","CN",9385,6,5,"부흥",28
"8122","1","정상","50","FA",3,1270,"A","T-5.56","CN",16708,9,7,"부흥",30
"8123","1","정상","30","FA",3,1379,"A","T-5.56","CN",13395,7,6,"부흥",24
"8125","1","정상","30","FA",1.5,1370,"B","T-3.81","CN",3502,4,3,"부흥",13
"8126","1","정상","30","FA",3,4881,"B","T-5.56","CN",5969,6,5,"부흥",29
"8127","1","정상","50","FA",3,2987,"B","T-5.56","CN",15959,2,1,"부흥",23
"8129","1","정상","30","FA",3,801,"B","T-5.56","CN",11655,3,2,"부흥",24
"8130","1","정상","30","FA",3,2756,"B","T-5.56","CN",15409,2,1,"부흥",24
"8131","1","정상","30","FA",3,4638,"B","T-5.56","CN",19535,1,0,"부흥",21
"8132","1","정상","30","FA",3,3462,"B","T-5.56","CN",17220,2,1,"부흥",24
"8133","1","정상","30","FA",3,2264,"B","T-5.56","CN",13925,3,2,"부흥",24
"8135","1","정상","50","FA",1.5,3937,"A","T-3.81","CN",3245,10,9,"부흥",28
"8136","1","정상","50","FA",1,1076,"A","S-80S","CN",16310,8,0,"부흥",33
"8137","1","정상","50","FA",1.5,4559,"A","T-3.81","CN",1463,11,3,"부흥",33
"8138","1","정상","50","FA",1,1089,"A","S-80S","CN",16367,8,0,"부흥",33
"8140","1","정상","30","FA",1,477,"B","T-3.2","CN",2003,11,3,"부흥",35
"8141","1","정상","30","FA",1.5,3058,"B","T-3.81","CN",21407,7,6,"부흥",18
"8142","1","정상","30","FA",1.5,2989,"B","T-3.81","CN",9530,6,5,"부흥",15
"8144","1","정상","50","FA",3,3673,"A","T-5.56","CN",19814,10,9,"부흥",28
"8145","1","정상","50","FA",3,3613,"A","T-5.56","CN",18713,5,4,"부흥",30
"8147","1","정상","30","FA",3,4638,"B","T-5.56","CN",19734,2,1,"부흥",29
"8149","1","준긴급","30","FA",3,3824,"B","T-5.56","CN",20789,10,9,"부흥",18
"8150","1","정상","40","FA",3,4623,"B","T-5.56","CN",13282,7,6,"부흥",21
"8151","1","정상","30","FA",3,2729,"B","T-5.56","CN",18929,8,7,"부흥",31
"8152","1","정상","40","FA",3,4638,"B","T-5.56","CN",19535,1,0,"부흥",21
